Unnamed: 0,Email Text,Email Type,label
7211,"Tech Update TodayVITAL SIGNS FOR JULY 19, 2002
David BerlindHey, thief! This laptop is lockedTry stealing my notebook and Caveo Anti-Theft will yell at you louder and louder -- before resorting to an unstoppable, ear-piercing screech. It's motion detection on a PC Card.
And it's virtually foolproofAlso: Start-up has locks for Secure Notebook
Latest from ZDNet News
Earnings: Breaking the bottom line
Feds set to enforce PC security
Movement grows to boost Wi-Fi hot spots
States may be blocking e-commerce
Microsoft's chief lawyer calls it quits
Will Mac users pay for 'Mac experience'?
HP in top PC slot--for nowMore Enterprise NewsFarber's PicksDanFarberActive Directory unbundled
Microsoft will begin selling its directory technology as a standalone product separate from Windows. The move could be seen as Microsoft's attempt to satisfy those that have accused the software giant of monopolistic practices for integrating a multitude of software into its operating system. Sun and Novell already offer so-called lightweight directory software, so Microsoft is joining an already thriving marketplace for products that store and manage information about users, computer systems and networking devices.Read the full story
How much do you build on Linux?
A question for IT managers is whether Linux is ready to move beyond file and Web servers to application and Web services servers. If IBM, Oracle, BEA, Sun, HP and other vendors have a say, the answer is yes.Find out whyCRM's dirty little secretThe goal of CRM is to reduce costs, increase revenues, and boost customer loyalty. But what if your data is dirty? Tech Update's Adrian Mello has tips on how companies can cut down on inaccurate and potentially damaging customer data.Clean up your act
Get your IT budgets approvedAn experienced IT manager offers eight tips for getting budgets approved--plus a sample budget that shows his recommendations in action.  Does your company have a five-year plan for its IT budget?Read the full story
How a CTO faced his worst nightmare
After Sept. 11, investors worried whether the stock market would quickly get back to business. NYSE technology chief Roger Burkhardt was on the job faster than a trader can say ""buy."" But now Burkhardt and his technology team face a new era of instability marked by fears of terrorist attacks, corporate accounting scandals, and a stock market meltdown. CNET News.com recently spoke with Burkhardt about the technology challenges the NYSE regularly faces because of the whipsaw movements of the stock market.Read the full interview
In what business do we trust?In response to my recent column, ""Desperately seeking chief ethics officer,"" David Boulton writes: ""We are missing the point when we focus on the executives of corporations and miss the underlying ethic of business in general."" Boulton asks how we can possibly trust institutions that reduce human beings ""to assets whose behaviors are fair game to manipulate?""Read his call for a new ethic
Back to topAlso on Tech Update Today
FEATUREÂ New connections reshape the PCBig changes are coming in PC design. Meta Group thinks enterprises should begin to plan how these changes will affect existing projects and purchasing plans. COMMENTARYÂ The road to the real tech recovery
Have falling stock prices and the tech meltdown got you down? Eric Knorr argues that the road to the real tech recovery is paved with back-to-basics innovation. 
PREVIOUSLY ON TECH UPDATE TODAYÂ Gaga for Google? When results don't count
When Dan Farber's Web search on a leading IT exec came up almost empty, he was forced to rethink his use of search engines.Crucial Clicks--products worth looking at
MONITORSA Porsche you can afford
Samsung paired up with F.A. Porsche designers to deliver the SyncMaster 171P, a sleek, 17-inch LCD.Read reviewMost Popular ProductsMonitors
1. Samsung SyncMaster 151S
2. NEC MultiSync 1550V
3. Envision EN-5100e
4. Samsung SyncMaster 570 V
5. Samsung SyncMaster 955 DF
More popular monitors
Elsewhere on ZDNetNeed a memory upgrade? Find out with CNET's Memory Configurator.Clearance Center: Get discounts on PCs, PDAs, MP3 players and more!Find out the top 10 Web services security requirements at Tech Update.Builder.com shows you how to bring Java to the masses with Cold Fusion MX.Check out thousands of IT job listings in ZDNet's Career Center.Â 
Â 
Sign up for more free newsletters from ZDNetThe e-mail address for your subscription isÂ qqqqqqqqqq-zdnet@spamassassin.taint.orgUnsubscribeÂ |
        Â Manage
        My SubscriptionsÂ |Â FAQÂ |
        Â Advertise
Home |eBusiness | Security | Networking | Applications | Platforms | Hardware | Contact us
        Copyright 2002 CNET Networks, Inc. All rights reserved. ZDNet is a registered service mark of CNET Networks, Inc.          ",Safe Email,0
4755,"Professional Appointment 
  SettingCommercial & Residential
Leads
  Immediately catapults your salesÂ• Burglar AlarmsÂ  
Â• Home Improvementâ€¢ SoftwareÂ  
â€¢ MortgageÂ• InsuranceÂ  Â•  
Many
More!!!$100 Introductory Package:
4 Manhours of Telemarketing
Services
Call us Toll Free at
1-800-683-0545Â 
Â To remove your address, please send an e-mail message
with 
  the word REMOVE in the subject line to:  carlreed@core.comÂ 
Â Â 
Â http://xent.com/mailman/listinfo/fork
",Phishing Email,1
7381,"' de proverbio ' news hi , i have some news regarding ' de proverbio ' and i intend to keep it brief for everybody 's sake . in april the book publisher has been separated from the journal and has now its own direct url , that is http : / / info . utas . edu . au / docs / flonta / dpbooks this month i have published there the ' book of proverbs ' ( bible ) in five languages : latin , english , french , german and italian . each chapter of one language is cross-referenced with the same chapter of all the other languages . you are welcome to have a look . . . and , as there are more than 1 , 400 links in the five books , i would be grateful for any information regarding faulty ones ! i started ' constructing ' the second issue of the journal , which is due in september - october . you might be interested to read an illuminating article written by wolfgang mieder about the proverbial rhetoric in winston churchill . you can access the article directly at http : / / info . utas . edu . au / docs / flonta / dp , 1 , 2 , 95 / churchill . html or via the home page . that 's all from me for the moment . thank you for your indulgence and i hope to hear from you from time to time . ciao and best wishes , teodor dr teodor flonta tel . ( 002 ) 202321 department of modern languages ( italian ) international + 61 02 202321 university of tasmania fax . ( 002 ) 207813 gpo box 252c international + 61 02 207813 hobart tasmania 7001 australia e-mail : teodor . flonta @ modlang . utas . edu . au url : http : / / info . utas . edu . au / docs / flonta / http : / / info . utas . edu . au / docs / flonta / dpbooks",Safe Email,0
7967,"guys need this sweat try our revolutionary product , ciiallis soft tabs . new improved formula makes it even better . cialis soft tabs is the new impotence treatment drug that everyone is talking about . cialis acts up to 36 hours , compare this to only two or three hours of viagra action ! the active ingredient is tadalafil , same as in brand cialis . simply dissolve half a pill under your tongue , 10 min before intercourse for the best erections you ' ve ever had ! cialis also have less sidebacks ( you can drive or mix alcohol drinks with them ) . no prior prescription is needed . worldwide shipping , thousands of happy customers ! you can get it at : http : / / smilingly . net / cs / ? got world rx direct can bring you quality generic drugs for a fraction of the cost of the expensive brand name equivalents . order our tadalafil pills today and save 80 % . we ship worldwide , and currently supply to over 1 million customers globally ! we always strive to bring you the cheapest prices . andy http : / / cordoned . net / rm . php ? got",Phishing Email,1
153,"SPECIAL ALERT<!--li.MsoNormal{mso-style-parent:"""";margin-bottom:.0001pt;font-size:12.0pt;font-family:""Times New Roman"";margin-left:0in;margin-right:0in;margin-top:0in}.contenttd{font-family:Verdana,Arial,Helvetica,sans-serif;font-size:11px;color:#333333}#content{position:absolute;width:385px;z-index:1;left:0;top:0}-->THE WALL STREET WEEKLYStock Pick of The Day: China Xin Network Media Corp.Â  (OTC BB:CXIN)Â Â OPINION:Â Â Â Â  BUYSYMBOL:Â Â Â  CXINIndustry:Â  PublishingShort Term Opinion:Â OutperformLong Term Opinion:Â AccumulateRecent Price:Â Â Â Â Â  $0.0512 Month Trading Range:$0.07 - $0.95Avg. Volume:Â Â Â Â  47,940Approx. Float:Â Â  5 MillionInsider & Institutional Holdings:92% SharesÂ Â Â "" CXIN MEDIA CORPORATION, THE BLOOMBERG OF CHINA."" - Finance and Investment Magazine, December 2001Â THE COMPANY:CXIN Media Corporation is an integrated media company focusing on the dissemination and aggregation of information. Currently, CXINs core business is in the publishing and aggregation of Financial, Economic, and Business Information on the Peoples Republic of China. The value CXIN Media provides is its ability to source, package, and present information that is highly in demand by the market.Apart from the core print and electronic publishing business, CXIN is involved in other related businesses, such as organizing and managing events such as conferences, seminars, and training in the field of wealth management and personal finance.These areas are closely linked to the core competencies of the company and they intend to leverage on the brands that they have built to further drive the growth potential.CXIN holds the key to success in the Peoples Republic of China. In May of 2001 they acquired the 12 year exclusive right from the China Economic Information Network, a corporation under the direct management of the State Information Center and the State Planning Development Commission, Chinas highest economic decision body.HIGHLIGHTS:May 2001, CXIN acquires the 12 year Exclusive license to distribute all information in English, French and Spanish, Internationally.February 2002, CXIN announced its first distribution contract with a leading market research provider.March 2002, CXIN announces it had signed with yet another distributor for its unique financial , economic and business information on the Peoples Republic of China.Â May 7, 2002, CXIN announces a distribution agreement with Internet Securities, a Euromarket company and the leading provider of emerging market securities.May 9, 2002, CXIN announces it had hired one of Asias top media consulting firms, Telesis, and its President, Mr. Cyril Pereira, the former Director of Operation of the South China Morning Post and Asia Magazine.June 12, 2002, CXIN launched its China Business portal and began selling subscriptions.June 24, 2002, CXIN announces the acquisition ofÂ  Smart Investor Magazine and related business. This magazine will bring over $1.2 Million in consolidated revenues.Â July 15, 2002, CXIN announces the license agreement with Lexis-Nexis, one of the worlds largest aggregators.INVESTMENT CONSIDERATIONS:According to the reports from Morgan-Stanley, which analyzes the worlds superpowers in 11 industries, it only takes 8 years to build a media empire, which means the return on investment in this industry will be far greater than that of pharmaceutical, household merchandise, energy, or even banking. We believe that CXIN Media is well positioned to become the next superpower of the media market in the fast growing Chinese market. The superior management and its exclusive agreement granted by the Chinese government provide the company with an ""unfair advantage"" over its potential competitors. We believe that the recent license agreements signed with some of the largest information providers in the world as well as the Smart Investor Magazines and related business will enable the company to meet its revenue and profit expectation of $50 Million within the next 5 years and dependent on market condition for refinancing, we foresee that CXIN Media could easily double their expected revenue and profits through strategic acquisitions. The current price of the shares do not reflect the value of this growth company, in comparison to the sector CXIN Media should be currently trading between $0.25 to $0.50 and above this value when we take into consideration the growth factors.Disclaimer: The Wall Street Weekly provides information on selected companies that it believes has investment potential. The Wall Street Weekly is not a registered investment advisor or broker - dealer. This report is provided as an information service only, and the statements and opinions in this report should not be construed as an offer or solicitation to buy or sell any security. The Wall Street Weekly accepts no liability for any loss arising from an investors reliance on or use of this report. An investment in CXIN is considered to be highly speculative and should not be considered unless a person can afford a complete loss of investment. The Wall Street Weekly has been retained to distribute this report on CXIN and has been paid six hundred dollars by a third party. This report involves forward looking statements, which involve risk, and uncertainties that may cause actual results to differ materially from those set forth in the forward - looking statements. For further details concerning these risks and uncertainties, see the SEC filings of CXIN including the companys most recent annual and quarterly reports.If you wish to no longer receive your FREE subscription or have received this report in error, please click HERE.--DeathToSpamDeathToSpamDeathToSpam--
-------------------------------------------------------
This sf.net email is sponsored by: Jabber - The world's fastest growing 
real-time communications platform! Don't just IM. Build it in! 
http://www.jabber.com/osdn/xim
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings
",Phishing Email,1
8954,"Once upon a time, Mark wrote :> Hiya, I always seem to get errors when I do an ""apt update"", is this a 
> problem on the repository itself, or on my end, or possibly a timeout in 
> the connection due to my connection being a crappy modem?
> 
> [root@spawn root]# apt-get update
> Hit http://apt.nixia.no redhat/7.2/i386/base/pkglist.gnomehide
> Hit http://apt.freshrpms.net redhat/7.2/i386/base/pkglist.os
> Ign http://apt.freshrpms.net redhat/7.2/i386 release.os
> Err http://apt.freshrpms.net redhat/7.2/i386/base/pkglist.updates
>   Bad header line
> Hit http://apt.freshrpms.net redhat/7.2/i386 release.updates
> Err http://apt.freshrpms.net redhat/7.2/i386/base/pkglist.freshrpms
>   400 Bad Request
> Err http://apt.freshrpms.net redhat/7.2/i386 release.freshrpms
>   Bad header line
> Hit http://apt.freshrpms.net redhat/7.2/i386/base/srclist.freshrpms
> Ign http://apt.nixia.no redhat/7.2/i386 release.gnomehide
> Ign http://apt.nixia.no redhat/7.2/i386/base/mirrors
> Hit http://apt.freshrpms.net redhat/7.2/i386 release.freshrpms
[...]It works for me (it should works with or without the ""en"" subdirectory).
Does it always give you the same error each time? Do you use an proxy
server?[root@python root]# apt-get update
Hit http://apt.freshrpms.net redhat/7.2/en/i386/base/srclist.os
Hit http://apt.freshrpms.net redhat/7.2/en/i386 release.os
Hit http://apt.freshrpms.net redhat/7.2/en/i386/base/srclist.updates
Hit http://apt.freshrpms.net redhat/7.2/en/i386 release.updates
Get:1 http://apt.freshrpms.net redhat/7.2/en/i386/base/pkglist.os [1035kB]
Hit http://apt.freshrpms.net redhat/7.2/en/i386 release.os
Get:2 http://apt.freshrpms.net redhat/7.2/en/i386/base/pkglist.updates
[331kB] Hit http://apt.freshrpms.net redhat/7.2/en/i386 release.updates
Hit http://apt.freshrpms.net redhat/7.2/en/i386/base/pkglist.freshrpms
Hit http://apt.freshrpms.net redhat/7.2/en/i386 release.freshrpms
Hit http://apt.freshrpms.net redhat/7.2/en/i386/base/srclist.os
Hit http://apt.freshrpms.net redhat/7.2/en/i386 release.os
Hit http://apt.freshrpms.net redhat/7.2/en/i386/base/srclist.updates
Hit http://apt.freshrpms.net redhat/7.2/en/i386 release.updates
Hit http://apt.freshrpms.net redhat/7.2/en/i386/base/srclist.freshrpms
Hit http://apt.freshrpms.net redhat/7.2/en/i386 release.freshrpms
Ign http://apt.freshrpms.net redhat/7.2/en/$(ARCH)/base/mirrors
Ign http://apt.freshrpms.net redhat/7.2/en/$(ARCH)/base/mirrors
Ign http://apt.freshrpms.net redhat/7.2/en/$(ARCH)/base/mirrors
Fetched 1366kB in 1m16s (17.9kB/s)
Processing File Dependencies... Done
Reading Package Lists... Done       
Building Dependency Tree... Done
W: http://apt.freshrpms.net/ will not be authenticated.
W: http://apt.freshrpms.net/ will not be authenticated.
W: http://apt.freshrpms.net/ will not be authenticated.
[root@python root]# Matthias-- 
Matthias Saou                                World Trade Center
-------------                                Edificio Norte 4 Planta
System and Network Engineer                  08039 Barcelona, Spain
Electronic Group Interactive                 Phone : +34 936 00 23 23_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",Safe Email,0
3293,"ly : high - quality custom logos and business identities your business lacks visual identity ? marketing efforts falling short ? invisible among a sea of competitors ? you ' re on the right track for a solution - keep reading . . . our professional designers specialize in the creation of custom logos and business / corporate identities . our design needs to be seen only once to gain customer attention and recognition . with one of our unique , eye - catching mages you ' ll never have to introduce yourself twice ! we promise fast turnaround and 100 % customer satisfaction . choose from as any design ideas as necessary , select as many colors as you wish , order any modifications you like , and request any format . our prices are affordable for any size of business , and get this : there are no hidden fees . follow the link below to browse our portfolio and check out our sweet deals . wipe the "" in "" from "" invisible "" in just a few days - with us ! http : / / www . innerlogos . com / sincerely , herbert bragg = = = = = = if you want to be removed , click here : http : / / www . innerlogos . com / u . php",Phishing Email,1
14449,"fw : good job - - - - - original message - - - - - from : belden , tim sent : monday , june 25 , 2001 9 : 08 am to : wolfe , greg subject : re : good job it ' s great to see when the team works together and gets things done . messages like this make me feel good about my job and this group . - - - - - original message - - - - - from : wolfe , greg sent : monday , june 18 , 2001 1 : 56 pm to : belden , tim subject : fw : good job - - - - - original message - - - - - from : gang , lisa sent : monday , june 18 , 2001 10 : 09 am to : wolfe , greg cc : portland shift ; williams iii , bill subject : good job i wanted to commend the real time group for their efforts . for the past 6 month , i ' ve noticed a dramatic difference in the accuracy of deal entry in enpower . accordingly , by the end of the day when i have to route , it has made my job that much easier . in the past it would take hours to figure out what deals were entered incorrectly . now it is very rare that our position manager is off and this makes everyone ' s lives better ! keep up the great work guys ! ! ! ! lisa",Safe Email,0
6086,cheap pharmacy uv do you want new mexican drugs ? http : / / www . druq . net /,Phishing Email,1
15773,"honored by two keynote speakers international conference on natural language processing and industrial applications nlp + ia 98 > > > special accent on computer assisted language learning < < < conference internationale sur le traitement automatique des langues et ses applications industrielles tal + ai 98 > > > attention speciale portee a l ' enseignement de la langue < < < august / aout 18-21 , 1998 moncton , new - brunswick , canada we are honored that two renouned speakers have accepted our invitation / nous sommes honores par deux conferenciers de grande renommee qui ont accepte notre invitation : margaret king : issco , university of geneva , switzerland talk on language resources and evaluation / ressources et evaluation linguistiques thierry chanier : universite franche - comte , france presentation sur l ' enseignement de la langue et le tal / talk on language learning and nlp make sure not to miss them . . . soyez - la ! official languages : english and french are the official languages of the conference . proceedings would be published in the language of the submitted texts . conference organization : the conference is organized by gretal , groupe d ' etude sur le traitement automatique des langues at the universite ' de moncton and geta-clips in grenoble . organizing committee chadia moghrabi , professor of computer science , chair jalal almhana , professor and director of computer science julien chiasson , professor of computer science sadek eid , professor of industrial engineering , director manufacturing technology centre , boubakeur meddeb - hamrouni , researcher geta-clips and winsoft paul tarau , professor of computer science * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * dr . chadia moghrabi , professeure * * nlp + ia / tal + ai 98 * * departement d ' informatique * * faculte des sciences * * universite de moncton tel : ( 506 ) 858-4521 * * moncton , n . - b . fax : ( 506 ) 858-4541 * * e1a 3e9 , canada e-mail : nlp + ia - 98 @ imag . fr * * sabbatique au geta-clips / tel : + 33 476 51 4369 / fax : + 33 476 51 4405 * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",Safe Email,0
18094,"iv congreso argentino de hispanistas announcement follows . send all queries to hispanistas @ unmdp . edu . ar * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * iv congreso argentino de hispanistas mar del plata , argentina . 18-20 de mayo de 1995 * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * organiza la universidad nacional de mar del plata y la asociaci ' on argentina de hispanistas . se invita a presentar trabajos en las ' areas de literatura y linguyistica del espanyol . enviar el resumen del trabajo ( 30 l ' ineas de 65 cpl ) antes del 20 de diciembre de 1994 . se aceptan envios por correo electr ' onico . enviar el trabajo completo ( max . 200 l ' ineas de 65 cpl ) antes del 31 de marzo de 1995 . se ruega enviar copia impresa junto con la version en floppy disk para wp o compatible . aranceles : u $ s30 antes del 20 de diciembre de 1994 enviar cheque o giro postal a nombre de rodolfo rodriguez . solicitar informaci ' on adicional a hispanistas @ unmdp . edu . ar marta villarino facultad de humanidades universidad nacional de mar del plata funes 3350 7600 . mar del plata buenos aires argentina",Safe Email,0
4111,"Mother Natures all Natural Marital Aid for Men and Women - Your's Risk Free!
The all natural safe formula for men and women your's risk free for 30 days. Mother Nature's wonder pill of the 21st century.
Increased SensationIncreased Frequency
Increased PleasureIncreased Desire
Increased StaminaIncreased Libido
Both male and female formulas!
Order Your  Trial Today !
to depart from further contacts
visit herevidal
http://xent.com/mailman/listinfo/fork
",Phishing Email,1
6235,"dont pay more than $ 100 for ur softwares miseries chheap softtwares for you , all are original oemmajor titles from micros 0 ft and adobe for rock bottom prriicegreat bargaain sale ! variety discoount softtwares at wholesale chaeap pricing ! microsoft windows xp professional - my priice : $ 50 normal priice : $ 270 . 99 ; you savve $ 220 microsoft office xp professional - my priice : $ 100 normal priice : $ 579 . 99 ; you savve $ 480 adobe photoshop 7 - my priice : $ 80 normal priice : $ 609 . 99 ; you savve $ 550 28 more popular titles > > cliickk here for more titles wonder why our priices are unbelievably low ? we are currently clearing our goods at incredibily cheeap sale - priice in connection with the shutdown of our shop and the closure of the stockhouse . don ' t missss your lucky chance to get the best priicce on discoouunt software ! we are the authorized agent and an established reseller offering oem licensing software . we possesses all the necessary certificates issued to verify the authenticity of genuine oem products and granting the right for us to resell oem software products . super cheaep micros 0 ft , adobe & all kind soft herecliickk here to enjoy our superb discouunnt !",Phishing Email,1
15554,"As seen on NBC, CBS, CNN, and even Oprah! The health 
discovery that actually reverses aging while burning fat, 
without dieting or exercise! This proven discovery has even 
been reported on by the New England Journal of Medicine. 
Forget  aging and dieting forever! And it's Guaranteed!   Click here:
http://66.231.133.70/sj1/index.html Would you like to lose weight while you sleep!
No dieting!
No hunger pains!
No Cravings!
No strenuous exercise!
Change your life forever! 100% GUARANTEED!1.Body Fat Loss            82% improvement.
2.Wrinkle Reduction     61% improvement.
3.Energy Level              84% improvement.
4.Muscle Strength         88% improvement.
5.Sexual Potency         75% improvement.
6.Emotional Stability      67% improvement.
7.Memory                      62% improvement.***********************************************************You are receiving this email as a subscriber
to the Opt-In America Mailing List. 
To unsubscribe from future offers,
just click here:
mailto:affiliateoptout@btamail.net.cn?Subject=off
",Phishing Email,1
12859,"this is the information age ! - 77273 dear ionandr , a toll-free call that could mean financial success for you and your = family , once and for = 20 all ! * * * this is not multi-level or network marketing * * * if you answer "" yes "" to any of the following questions , then this = business may be = 20 perfect for you : 1 ) do you already have a home office in place ? ( personal computer , = fax , answering = 20 machine , etc . ) 2 ) do you have an extra 10 - 15 hours per week to commit toward = building your = 20 own part-time ( or full-time ) business ? 3 ) would you be able to read from a script , clearly , and with = enthusiasm , a 2 - 3 = 20 minute introduction of our products ? ( no "" cold-calling "" is required . = prospects will = 20 ask you to call them ! ) no selling ; our system does all the selling for = you . 4 ) with our system , on average , every 15 or 16 calls you return will = generate a sale = 20 that pays you a commission in excess of $ 1 , 100 . can you make that many = calls per = 20 week ? ( per day ? ) if you answered "" yes "" to any or all of the above questions , and you have = integrity , = 20 good work habits , and the desire to improve your financial outlook , then = call this toll - free number : = 20 * * * * * 1-800 - 200-2074 * * * * * imagine having the financial freedom you are seeking - along with = control of your = 20 personal finances and control of your time , so you can enjoy the fruits = of your labor = 20 and spend more time with your family , your hobbies , and all the = activities you enjoy . = 20 we ' re looking for a few quality people with the work ethic and desire to = generate a = 20 cash flow for themselves of $ 2 , 000 - $ 5 , 000 per week , or more , depending = on how = 20 much time you are able to devote to this business . = 20 if you have the self-discipline to ignore the tv for a few hours two or = three evenings = 20 per week , and if you ' re looking for a legitimate home-based business = opportunity , that = 20 is not multi-level marketing , then please call our toll-free number , = 1-800 - 200-2074 . = 20 listen to the brief message , leave your name and phone number , and we = will get back = 20 to you as quickly as possible . = 20 you have nothing to lose but a few minutes of your time to further = investigate how this = 20 opportunity can change your life forever ! p . s . it is easier if you already have a functional home office = situation . this greatly = 20 reduces your start-up costs , and facilitates you being able to begin = immediately . = 20 please , serious inquiries only .",Phishing Email,1
3789,"last longer in bed hello , did you ejaculate before or within a few minutes of penetration ? premature ejaculation occurs when you ejaculate too quickly and without control . it occurs before or shortly after penetration . premature ejaculation interferes with the sexual pleasure of both you and your partner . it causes feelings of guilt , embarrassment , frustration , and depression . extra - time is the only male sexual performance formula that , not only stops premature ejaculation , but actually "" cures "" it . extra - time is the only product that allows "" you "" to control when you ejaculate . - non - hormonal herbal therapy . - acts locally on the sex organs . - regulates process of ejaculation . - acts through neuro - endocrine pathway . - acts on the high centers of emotion in the brain . look here : http : / / reattain . com / et / ? meds no thanks : http : / / reattain . com / rr . php",Phishing Email,1
4920,"fw : california capacity report for week of 9 / 10 - 9 / 14 transwestern ' s average deliveries to california were 972 mmbtu / d ( 89 % ) , with san juan lateral throughput at 800 mmbtu / d . total east deliveries averaged 423 mmbtu / d . el paso ' s average deliveries to california were 2036 mmbtu / d ( 70 % ) : - pg & etop , capacity of 1140 mmbtu / d , deliveries of 590 mmbtu / d ( 52 % ) - socalehr , capacity 1250 mmbtu / d , deliveries of 922 mmbtu / d ( 74 % ) - socaltop , capacity 539 mmbtu / d , deliveries of 524 mmbtu / d ( 97 % ) friday ' s posted gas daily prices : socal gas , large pkgs 2 . 27 ( - . 115 ) pg & e , large pkgs 2 . 13 ( - . 185 ) tw san juan 1 . 965 tw permian 2 . 145 ( - . 035 ) enron online bases : oct nov - mar apr - oct perm - ca . 085 ( - . 115 ) . 21 ( - . 12 ) . 24 ( - . 07 ) sj - ca . 29 ( - . 03 ) . 32 ( - . 09 ) . 49 ( - . 06 ) sj - waha . 225 ( + . 095 ) . 135 ( + . 035 ) . 285 ( + . 005 ) perm - waha . 02 ( + . 01 ) . 025 ( + . 01 ) . 035 ( - . 005 )",Safe Email,0
7633,"male & female celebs . . . nude ! 23101 shocking paparrazzi nude celebrity pics & videos ! naked male and female stars caught on tape ! real photos and footage of celebrities caught skinny dipping , sun bathing in the nude , cheating , jerking each other off and feeling each other up in public ! the list of celebrities is endless ! brad pitt , denise richards , christian bale , pamela anderson , ricky martin , christina applegate , antonio sabato jr , gillian anderson , ben affleck , jennifer love - hewitt , alexis arquette , jennifer lopez . . . . . . any celebrity you can think of is here ! bonus material : houston 620 , celebrity fakes , amateur wannabes , naked soap stars , barely legal celebs , before the fame , celeb date contest + much much more . . . . . . enter now : send a blank email here to be removed from database :",Phishing Email,1
323,"* * you have won * * the national lottery euro millions promo / prize : deparmentabbey street lower , dublin 1 , ireland ( customer services ) ref : uk / 9420 x 2 / 68 batch : 074 / 05 / zy 369 final winning notification : dear lucky winner , re : bonus lottery promotion prize awards winningnotification we are pleased to notify you the draw of the euro millions promo / prize : deparment online sweepstakes international lottery program held onwednesdayjulyl 3 , 2005 . participants were selected through a computer ballot system drawn from a pool of over 25 , 000 names of distinguished professionals drawn from europe , america , asia , australia , new zealand , middleeast , parts of africa , and north south america as part of our international promotions programme conducted annually to encourage prospective overseas entries . we hope with part of your prize awards , you will take part in our subsequent lottery jackpots . the result of our computer draw selected your name and email address attached to eticket number : 56475600545188 with serial number 5368 / 02 drew the lucky numbers : , , , , , with luckybonus number , which subsequently won you the lottery in the lst category i . e . 5 1 star category . you have therefore been approved to claim a total sum of ? 1 , 350 , 000 ( one million , three hundred andfiftythousand euro ) in cash credited to file ktu / 9023118308 / 03 . this is from a total cash prize shared amongst the first six ( 6 ) lucky winners in this category i . e . 5 + 1 star category your prize award has been insured in your name and is ready for claims . to begin your claims therefore , you are advised to expeditiously contact our licensed and accredited claim agent for overseas lottery winners within a period of 21 days ( date of this email inclusive ) for the processing of your winning and remittance to your designated bank account after all statutory obligations have been satisfactorily dispensed with . this promotion takes place weekly . please note that your lucky winning number falls within our european booklet representative office in europe as indicated in your play coupon . in view of this , your ? 1 , 350 , 000 ( one million , three hundred andfiftythousand euro ) would be released to you by any of our payment offices in europe . please be informed that claims not processed within the stipulated period may be forfeited to the pool without further notice . our european agent will immediately commence the process to facilitate the release of your funds as soon as you contact him . you may wish to establish contact via email with the particulars presented below citing the batch and reference numbers to this letter between the hours of 8 . 00 am 7 . 30 pm on monday through friday . overseas claims unitunited kingdom lottery fiduciarycontact person : brian huntemail : @ iwon . com phone : + 44 . 703 . 184 . 7303 our winners are assured of the utmost standards of confidentiality , and press anonymity until the end of proceedings , and beyond where they so desire . be further advised to maintain the strictest level of confidentiality until the end of proceedings to circumvent problems associated with fraudulent claims . this is part of our precautionary measure to avoid double claiming and unwarranted abuse of this program . congratulations ! ! ! at your disposal , we remain . very truly yours , bertron hill . confidential notice : this email message , including any attachments , is intended only for the use of the intended recipient ( s ) and may contain information that is privileged , confidential and prohibited from unauthorized disclosure under applicable law . if you are not the intended recipient of this message , any dissemination , distribution or copying of this message is strictly prohibited . if you received this message in error , please notify the sender by reply email and destroy all copies of the original message . copyright 1994 - 2005 theirish national lottery inc . all rights reserved . terms of service - guidelines",Phishing Email,1
17400,"use Perl Daily NewsletterIn this issue:
    * Subscribe to The Perl Review+--------------------------------------------------------------------+
| Subscribe to The Perl Review                                       |
|   posted by pudge on Tuesday September 17, @08:00 (links)          |
|   http://use.perl.org/article.pl?sid=02/09/17/121210               |
+--------------------------------------------------------------------+[0]barryp writes ""You can now pledge a subscription to [1]The Perl Review.
The plan is to produce four print magazines per year. Cost: $12/year
(US); $20/year (international). Let's all make this happen by signing
up!"" The web site says that they'll attempt to go print if they get
enough subscription pledges.Discuss this story at:
    http://use.perl.org/comments.pl?sid=02/09/17/121210Links:
    0. mailto:paul.barry@itcarlow.ie
    1. http://www.theperlreview.com/Copyright 1997-2002 pudge.  All rights reserved.
======================================================================You have received this message because you subscribed to it
on use Perl.  To stop receiving this and other
messages from use Perl, or to add more messages
or change your preferences, please go to your user page.	http://use.perl.org/my/messages/You can log in and change your preferences from there.
",Safe Email,0
